year,n_complete,avg_left_tolerance,se_left,ci_low_left,ci_high_left,avg_right_tolerance,se_right,ci_low_right,ci_high_right
2021,33298,51.86547740605041,0.15795949398734743,51.55587679783521,52.17507801426561,29.25050553586802,0.16253526745023789,28.931936411665554,29.569074660070484
2022,38119,59.781211469346,0.12932904031040499,59.527726550337604,60.03469638835439,32.41799802373269,0.15358569704118355,32.11697005753197,32.719025989933414
2023,46886,58.54626114405153,0.11869777377232665,58.31361350745777,58.77890878064529,34.525112921649196,0.13800232790520484,34.254628358954996,34.795597484343396
2024,48781,47.326030854453805,0.11718229668379658,47.096353552953566,47.55570815595404,37.31803593840042,0.13179578839087258,37.05971619315431,37.57635568364653
2025,59840,41.2149064171123,0.10339823360135851,41.01224587925364,41.417566954970965,33.12722816399287,0.11169122804632563,32.90831335702207,33.34614297096367
2026,56779,41.18776308142095,0.10674185094406502,40.97854905357058,41.39697710927131,32.5423523172691,0.11575526178365819,32.31547200417313,32.76923263036507
